Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,SalePrice
1168,60,RL,58.0,10852,Pave,,IR1,Lvl,AllPub,173000
1169,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,235000
1170,60,RL,118.0,35760,Pave,,IR1,Lvl,AllPub,625000
1171,80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,171000
1172,20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,163000
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,171900
1174,50,RL,138.0,18030,Pave,,IR1,Bnk,AllPub,200500
1175,70,RL,80.0,16560,Pave,,IR1,Lvl,AllPub,239000
1176,50,RL,85.0,10678,Pave,,Reg,Lvl,AllPub,285000
1177,20,RL,37.0,6951,Pave,,IR1,Lvl,AllPub,119500
1178,50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,115000
1179,50,RL,54.0,7681,Pave,,IR1,Lvl,AllPub,154900
1180,20,RL,77.0,8335,Pave,,Reg,Lvl,AllPub,93000
1181,60,RL,,11170,Pave,,IR2,Lvl,AllPub,250000
1182,120,RM,64.0,5587,Pave,,IR1,HLS,AllPub,392500
1183,60,RL,160.0,15623,Pave,,IR1,Lvl,AllPub,745000
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,120000
1185,20,RL,50.0,35133,Grvl,,Reg,Lvl,AllPub,186700
1186,50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,104900
1187,190,RL,107.0,10615,Pave,,IR1,Bnk,AllPub,95000
1188,20,RL,89.0,12461,Pave,,Reg,Lvl,AllPub,262000
1189,60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,195000
1190,60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,189000
1191,190,RL,,32463,Pave,,Reg,Low,AllPub,168000
1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,174000
1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,125000
1194,120,RM,,4500,Pave,,Reg,Lvl,AllPub,165000
1195,60,RL,80.0,9364,Pave,,Reg,Lvl,AllPub,158000
1196,60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,176000
1197,60,RL,58.0,14054,Pave,,IR1,Lvl,AllPub,219210
1198,75,RM,65.0,8850,Pave,,IR1,Bnk,AllPub,144000
1199,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,178000
1200,20,RL,75.0,11235,Pave,,Reg,Lvl,AllPub,148000
1201,20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,116050
1202,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,197900
1203,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,117000
1204,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,213000
1205,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,153500
1206,20,RL,90.0,14684,Pave,,IR1,Lvl,AllPub,271900
1207,20,RH,,8900,Pave,,Reg,Lvl,AllPub,107000
1208,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,200000
1209,20,RL,70.0,7763,Pave,,Reg,Lvl,AllPub,140000
1210,20,RL,85.0,10182,Pave,,IR1,Lvl,AllPub,290000
1211,60,RL,70.0,11218,Pave,,Reg,Lvl,AllPub,189000
1212,50,RL,152.0,12134,Pave,,IR1,Bnk,AllPub,164000
1213,30,RL,50.0,9340,Pave,,Reg,Lvl,AllPub,113000
1214,80,RL,,10246,Pave,,IR1,Lvl,AllPub,145000
1215,85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,134500
1216,20,RL,99.0,7094,Pave,,IR1,Lvl,AllPub,125000
1217,90,RM,68.0,8930,Pave,,Reg,Lvl,AllPub,112000
1218,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,229456
1219,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,80500
1220,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,91500
1221,20,RL,66.0,7800,Pave,,IR1,Lvl,AllPub,115000
1222,20,RL,55.0,8250,Pave,,Reg,Lvl,AllPub,134000
1223,50,RL,78.0,10496,Pave,,Reg,Lvl,AllPub,143000
1224,20,RL,89.0,10680,Pave,,Reg,Lvl,AllPub,137900
1225,60,RL,60.0,15384,Pave,,IR1,Lvl,AllPub,184000
1226,80,RL,65.0,10482,Pave,,Reg,Lvl,AllPub,145000
1227,60,RL,86.0,14598,Pave,,IR1,Lvl,AllPub,214000
1228,20,RL,72.0,8872,Pave,,Reg,Lvl,AllPub,147000
1229,120,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,367294
1230,80,RL,70.0,7910,Pave,,Reg,Lvl,AllPub,127000
1231,90,RL,,18890,Pave,,IR1,Lvl,AllPub,190000
1232,90,RL,70.0,7728,Pave,,Reg,Lvl,AllPub,132500
1233,90,RL,70.0,9842,Pave,,Reg,Lvl,AllPub,101800
1234,20,RL,,12160,Pave,,IR1,Lvl,AllPub,142000
1235,70,RH,55.0,8525,Pave,,Reg,Bnk,AllPub,130000
1236,70,RL,96.0,13132,Pave,,Reg,Lvl,AllPub,138887
1237,160,RL,36.0,2628,Pave,,Reg,Lvl,AllPub,175500
1238,60,RL,41.0,12393,Pave,,IR2,Lvl,AllPub,195000
1239,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,142500
1240,20,RL,64.0,9037,Pave,,IR1,HLS,AllPub,265900
1241,60,RL,65.0,8158,Pave,,Reg,Lvl,AllPub,224900
1242,20,RL,83.0,9849,Pave,,Reg,Lvl,AllPub,248328
1243,85,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,170000
1244,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,465000
1245,70,RL,,11435,Pave,,IR1,HLS,AllPub,230000
1246,80,RL,78.0,12090,Pave,,Reg,Lvl,AllPub,178000
1247,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,186500
1248,80,RL,,12328,Pave,,IR1,Lvl,AllPub,169900
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,129500
1250,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,119000
1251,20,RL,93.0,11160,Pave,,Reg,Lvl,AllPub,244000
1252,120,RL,,3136,Pave,,IR1,Lvl,AllPub,171750
1253,20,RL,62.0,9858,Pave,,Reg,Lvl,AllPub,130000
1254,60,RL,,17542,Pave,,IR1,Lvl,AllPub,294000
1255,60,RL,60.0,6931,Pave,,Reg,Lvl,AllPub,165400
1256,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,127500
1257,20,RL,91.0,14303,Pave,,IR1,Lvl,AllPub,301500
1258,30,RL,56.0,4060,Pave,,Reg,Lvl,AllPub,99900
1259,80,RL,59.0,9587,Pave,,IR1,Lvl,AllPub,190000
1260,20,RL,65.0,9750,Pave,,Reg,Lvl,AllPub,151000
1261,60,RL,,24682,Pave,,IR3,Lvl,AllPub,181000
1262,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,128900
1263,50,RL,,11250,Pave,,Reg,Lvl,AllPub,161500
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,180500
1265,120,RH,34.0,4060,Pave,,Reg,Lvl,AllPub,181000
1266,160,FV,35.0,3735,Pave,,Reg,Lvl,AllPub,183900
1267,190,RM,60.0,10120,Pave,,IR1,Bnk,AllPub,122000
1268,20,RL,89.0,13214,Pave,,IR1,HLS,AllPub,378500
1269,50,RL,,14100,Pave,,IR1,Lvl,AllPub,381000
1270,50,RL,78.0,11344,Pave,,Reg,Lvl,AllPub,144000
1271,40,RL,,23595,Pave,,Reg,Low,AllPub,260000
1272,20,RL,,9156,Pave,,IR1,Lvl,AllPub,185750
1273,20,RL,,13526,Pave,,IR1,Lvl,AllPub,137000
1274,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,177000
1275,50,RL,53.0,5362,Pave,,Reg,Lvl,AllPub,139000
1276,90,RL,95.0,11345,Pave,,Reg,Lvl,AllPub,137000
1277,60,RL,,12936,Pave,,IR1,Lvl,AllPub,162000
1278,80,RL,,17871,Pave,,IR1,Lvl,AllPub,197900
1279,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,237000
1280,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,68400
1281,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,227000
1282,20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,180000
1283,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,150500
1284,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,139000
1285,50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,169000
1286,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,132500
1287,20,RL,,9790,Pave,,Reg,Lvl,AllPub,143000
1288,20,RL,,36500,Pave,,IR1,Low,AllPub,190000
1289,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,278000
1290,60,RL,86.0,11065,Pave,,IR1,Lvl,AllPub,281000
1291,80,RL,,14112,Pave,,IR1,Lvl,AllPub,180500
1292,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,119500
1293,70,RM,60.0,6600,Pave,,Reg,Lvl,AllPub,107500
1294,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,162900
1295,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,115000
1296,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,138500
1297,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,155000
1298,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,140000
1299,60,RL,313.0,63887,Pave,,IR3,Bnk,AllPub,160000
1300,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,154000
1301,60,RL,,10762,Pave,,IR1,Lvl,AllPub,225000
1302,70,RL,,7500,Pave,,IR1,Bnk,AllPub,177500
1303,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,290000
1304,20,RL,73.0,8688,Pave,,Reg,Lvl,AllPub,232000
1305,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,130000
1306,20,RL,108.0,13173,Pave,,IR1,Lvl,AllPub,325000
1307,120,RL,48.0,6955,Pave,,IR1,Lvl,AllPub,202500
1308,20,RL,60.0,8072,Pave,,Reg,Lvl,AllPub,138000
1309,20,RM,100.0,12000,Pave,,Reg,Lvl,AllPub,147000
1310,20,RL,,7153,Pave,,Reg,Lvl,AllPub,179200
1311,20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,335000
1312,20,RL,68.0,8814,Pave,,Reg,Lvl,AllPub,203000
1313,60,RL,,9572,Pave,,IR1,Lvl,AllPub,302000
1314,60,RL,108.0,14774,Pave,,IR1,Lvl,AllPub,333168
1315,20,RL,60.0,8190,Pave,,Reg,Lvl,AllPub,119000
1316,60,RL,85.0,11075,Pave,,Reg,Lvl,AllPub,206900
1317,20,RL,61.0,10226,Pave,,IR1,Lvl,AllPub,295493
1318,120,FV,47.0,4230,Pave,Pave,Reg,Lvl,AllPub,208900
1319,20,RL,,14781,Pave,,IR2,Lvl,AllPub,275000
1320,20,RL,75.0,10215,Pave,,Reg,Bnk,AllPub,111000
1321,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,156500
1322,20,RL,,6627,Pave,,IR1,Lvl,AllPub,72500
1323,60,RL,107.0,10186,Pave,,IR1,Lvl,AllPub,190000
1324,30,RL,50.0,5330,Pave,,Reg,HLS,AllPub,82500
1325,20,RL,75.0,9986,Pave,,Reg,Lvl,AllPub,147000
1326,30,RM,40.0,3636,Pave,,Reg,Lvl,AllPub,55000
1327,30,RH,70.0,4270,Pave,,Reg,Bnk,AllPub,79000
1328,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,130500
1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,256000
1330,60,RL,63.0,9084,Pave,,IR1,Lvl,AllPub,176500
1331,20,RL,85.0,10000,Pave,,Reg,Lvl,AllPub,227000
1332,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,132500
1333,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,100000
1334,50,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,125500
1335,160,RM,24.0,2368,Pave,,Reg,Lvl,AllPub,125000
1336,20,RL,80.0,9650,Pave,,Reg,Lvl,AllPub,167900
1337,90,RL,87.0,9246,Pave,,IR1,Lvl,AllPub,135000
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,52500
1339,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,200000
1340,20,RL,120.0,9560,Pave,,IR1,Lvl,AllPub,128500
1341,20,RL,70.0,8294,Pave,,Reg,Lvl,AllPub,123000
1342,20,RL,66.0,13695,Pave,,Reg,Lvl,AllPub,155000
1343,60,RL,,9375,Pave,,Reg,Lvl,AllPub,228500
1344,50,RL,57.0,7558,Pave,,Reg,Bnk,AllPub,177000
1345,60,RL,85.0,11103,Pave,,IR1,Lvl,AllPub,155835
1346,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,108500
1347,20,RL,,20781,Pave,,IR2,Lvl,AllPub,262500
1348,20,RL,93.0,15306,Pave,,IR1,HLS,AllPub,283463
1349,20,RL,,16196,Pave,,IR3,Low,AllPub,215000
1350,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,122000
1351,90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,200000
1352,60,RL,70.0,9247,Pave,,IR1,Lvl,AllPub,171000
1353,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,134900
1354,50,RL,56.0,14720,Pave,,IR1,Lvl,AllPub,410000
1355,60,RL,,10316,Pave,,IR1,Lvl,AllPub,235000
1356,80,RL,102.0,10192,Pave,,IR1,Lvl,AllPub,170000
1357,20,RL,,9477,Pave,,Reg,Lvl,AllPub,110000
1358,20,RL,,12537,Pave,,IR1,Lvl,AllPub,149900
1359,160,FV,,2117,Pave,,Reg,Lvl,AllPub,177500
1360,20,RL,129.0,16737,Pave,,Reg,Lvl,AllPub,315000
1361,70,RL,51.0,9842,Pave,,Reg,Lvl,AllPub,189000
1362,20,RL,124.0,16158,Pave,,IR1,Low,AllPub,260000
1363,50,RL,,12513,Pave,,IR1,Lvl,AllPub,104900
1364,60,RL,73.0,8499,Pave,,IR1,Lvl,AllPub,156932
1365,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,144152
1366,60,FV,,7500,Pave,,Reg,Lvl,AllPub,216000
1367,60,RL,68.0,9179,Pave,,IR1,Lvl,AllPub,193000
1368,160,RM,41.0,2665,Pave,,Reg,Lvl,AllPub,127000
1369,120,RM,,4435,Pave,,Reg,Lvl,AllPub,144000
1370,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,232000
1371,50,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,105000
1372,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,165500
1373,60,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,274300
1374,20,RL,,11400,Pave,,Reg,Lvl,AllPub,466500
1375,60,FV,85.0,10625,Pave,,Reg,Lvl,AllPub,250000
1376,20,RL,89.0,10991,Pave,,IR1,HLS,AllPub,239000
1377,30,RL,52.0,6292,Pave,,Reg,Bnk,AllPub,91000
1378,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,117000
1379,160,RM,21.0,1953,Pave,,Reg,Lvl,AllPub,83000
1380,80,RL,73.0,9735,Pave,,Reg,Lvl,AllPub,167500
1381,30,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,58500
1382,20,RL,,12925,Pave,,IR1,Lvl,AllPub,237500
1383,70,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,157000
1384,30,RL,,25339,Pave,,Reg,Lvl,AllPub,112000
1385,50,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,105000
1386,50,RM,40.0,5436,Pave,,Reg,Lvl,AllPub,125500
1387,60,RL,80.0,16692,Pave,,IR1,Lvl,AllPub,250000
1388,50,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,136000
1389,20,RL,42.0,14892,Pave,,IR1,HLS,AllPub,377500
1390,50,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,131000
1391,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,235000
1392,90,RL,65.0,8944,Pave,,Reg,Lvl,AllPub,124000
1393,85,RL,68.0,7838,Pave,,Reg,Lvl,AllPub,123000
1394,190,RM,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,163000
1395,120,RL,53.0,4045,Pave,,Reg,Lvl,AllPub,246578
1396,60,RL,88.0,12665,Pave,,IR1,Lvl,AllPub,281213
1397,20,RL,,57200,Pave,,IR1,Bnk,AllPub,160000
1398,70,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,137500
1399,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,138000
1400,50,RL,51.0,6171,Pave,,Reg,Lvl,AllPub,137450
1401,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,120000
1402,60,RL,62.0,7415,Pave,,IR1,Lvl,AllPub,193000
1403,20,RL,64.0,6762,Pave,,Reg,Lvl,AllPub,193879
1404,20,RL,49.0,15256,Pave,,IR1,Lvl,AllPub,282922
1405,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,105000
1406,120,RM,44.0,3842,Pave,,IR1,HLS,AllPub,275000
1407,85,RL,70.0,8445,Pave,,Reg,Lvl,AllPub,133000
1408,20,RL,,8780,Pave,,IR1,Lvl,AllPub,112000
1409,70,RM,60.0,7740,Pave,,Reg,Lvl,AllPub,125500
1410,60,RL,46.0,20544,Pave,,IR1,Lvl,AllPub,215000
1411,60,RL,79.0,12420,Pave,,Reg,Lvl,AllPub,230000
1412,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,140000
1413,90,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,90000
1414,20,RL,88.0,10994,Pave,,IR1,Lvl,AllPub,257000
1415,50,RL,64.0,13053,Pave,Pave,Reg,Bnk,AllPub,207000
1416,120,RL,51.0,3635,Pave,,Reg,Lvl,AllPub,175900
1417,190,RM,60.0,11340,Pave,,Reg,Lvl,AllPub,122500
1418,60,RL,,16545,Pave,,IR1,Lvl,AllPub,340000
1419,20,RL,71.0,9204,Pave,,Reg,Lvl,AllPub,124000
1420,20,RL,,16381,Pave,,IR1,Lvl,AllPub,223000
1421,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,179900
1422,120,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,127500
1423,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,136500
1424,80,RL,,19690,Pave,,IR1,Lvl,AllPub,274970
1425,20,RL,,9503,Pave,,Reg,Lvl,AllPub,144000
1426,20,RL,80.0,10721,Pave,,IR1,Lvl,AllPub,142000
1427,60,RL,81.0,10944,Pave,,IR1,Lvl,AllPub,271000
1428,50,RL,60.0,10930,Pave,Grvl,Reg,Bnk,AllPub,140000
1429,30,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,119000
1430,20,RL,,12546,Pave,,IR1,Lvl,AllPub,182900
1431,60,RL,60.0,21930,Pave,,IR3,Lvl,AllPub,192140
1432,120,RL,,4928,Pave,,IR1,Lvl,AllPub,143750
1433,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,64500
1434,60,RL,93.0,10261,Pave,,IR1,Lvl,AllPub,186500
1435,20,RL,80.0,17400,Pave,,Reg,Low,AllPub,160000
1436,20,RL,80.0,8400,Pave,,Reg,Lvl,AllPub,174000
1437,20,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,120500
1438,20,RL,96.0,12444,Pave,,Reg,Lvl,AllPub,394617
1439,20,RM,90.0,7407,Pave,,Reg,Lvl,AllPub,149700
1440,60,RL,80.0,11584,Pave,,Reg,Lvl,AllPub,197000
1441,70,RL,79.0,11526,Pave,,IR1,Bnk,AllPub,191000
1442,120,RM,,4426,Pave,,Reg,Lvl,AllPub,149300
1443,60,FV,85.0,11003,Pave,,Reg,Lvl,AllPub,310000
1444,30,RL,,8854,Pave,,Reg,Lvl,AllPub,121000
1445,20,RL,63.0,8500,Pave,,Reg,Lvl,AllPub,179600
1446,85,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,129000
1447,20,RL,,26142,Pave,,IR1,Lvl,AllPub,157900
1448,60,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,240000
1449,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,112000
1450,180,RM,21.0,1533,Pave,,Reg,Lvl,AllPub,92000
1451,90,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,136000
1452,20,RL,78.0,9262,Pave,,Reg,Lvl,AllPub,287090
1453,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,145000
1454,20,RL,90.0,17217,Pave,,Reg,Lvl,AllPub,84500
1455,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,185000
1456,60,RL,62.0,7917,Pave,,Reg,Lvl,AllPub,175000
1457,20,RL,85.0,13175,Pave,,Reg,Lvl,AllPub,210000
1458,70,RL,66.0,9042,Pave,,Reg,Lvl,AllPub,266500
1459,20,RL,68.0,9717,Pave,,Reg,Lvl,AllPub,142125
1460,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,147500
